iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million
USA,North America,United States,3/12/22,79657192,10468,35103.857,235470.235,30.944,103.769
USA,North America,United States,3/13/22,79668471,11279,34914.571,235503.577,33.341,103.209
USA,North America,United States,3/14/22,79703004,34533,31056.857,235605.658,102.081,91.805
USA,North America,United States,3/15/22,79726509,23505,30206.143,235675.139,69.482,89.291
USA,North America,United States,3/16/22,79777763,51254,32237.714,235826.649,151.509,95.296
USA,North America,United States,3/17/22,79829789,52026,33131.429,235980.44,153.791,97.938
USA,North America,United States,3/18/22,79861510,31721,30683.714,236074.209,93.769,90.702
USA,North America,United States,3/19/22,79872612,11102,30774.286,236107.027,32.818,90.97
USA,North America,United States,3/20/22,79884265,11653,30827.714,236141.473,34.447,91.128
USA,North America,United States,3/21/22,79925736,41471,31818.857,236264.063,122.59,94.058
USA,North America,United States,3/22/22,79946962,21226,31493.286,236326.808,62.745,93.096
USA,North America,United States,3/23/22,79986893,39931,29875.714,236444.846,118.038,88.314
USA,North America,United States,3/24/22,80028994,42101,28457.857,236569.299,124.452,84.123
USA,North America,United States,3/25/22,80073435,44441,30275,236700.668,131.37,89.494
USA,North America,United States,3/26/22,80083121,9686,30072.714,236729.301,28.632,88.896
USA,North America,United States,3/27/22,80095141,12020,30125.143,236764.832,35.532,89.051
USA,North America,United States,3/28/22,80132849,37708,29587.571,236876.299,111.467,87.462
USA,North America,United States,3/29/22,80156091,23242,29875.571,236945.003,68.704,88.314
USA,North America,United States,3/30/22,80194227,38136,29619.143,237057.735,112.732,87.556
USA,North America,United States,3/31/22,80238721,44494,29961,237189.261,131.526,88.566
USA,North America,United States,4/1/22,80269878,31157,28063.286,237281.363,92.101,82.956
USA,North America,United States,4/2/22,80281905,12027,28397.714,237316.915,35.552,83.945
USA,North America,United States,4/3/22,80286893,4988,27393.143,237331.66,14.745,80.975
USA,North America,United States,4/4/22,80325018,38125,27452.714,237444.359,112.699,81.151
USA,North America,United States,4/5/22,80349990,24972,27699.857,237518.177,73.818,81.882
USA,North America,United States,4/6/22,80389914,39924,27955.286,237636.194,118.017,82.637
USA,North America,United States,4/7/22,80439594,49680,28696.143,237783.051,146.856,84.827
USA,North America,United States,4/8/22,80512784,73190,34700.857,237999.404,216.353,102.577
USA,North America,United States,4/9/22,80525839,13055,34847.714,238037.995,38.591,103.011
USA,North America,United States,4/10/22,80535653,9814,35537.143,238067.005,29.011,105.049
USA,North America,United States,4/11/22,80573779,38126,35537.286,238179.708,112.702,105.05
USA,North America,United States,4/12/22,80609004,35225,37002,238283.834,104.127,109.38
USA,North America,United States,4/13/22,80665080,56076,39309.429,238449.597,165.763,116.2
USA,North America,United States,4/14/22,80712938,47858,39049.143,238591.068,141.47,115.431
USA,North America,United States,4/15/22,80747132,34194,33478.286,238692.147,101.079,98.963
USA,North America,United States,4/16/22,80759937,12805,33442.571,238729.999,37.852,98.858
USA,North America,United States,4/17/22,80767859,7922,33172.286,238753.417,23.418,98.059
USA,North America,United States,4/18/22,80827434,59575,36236.429,238929.523,176.106,107.117
USA,North America,United States,4/19/22,80865927,38493,36703.286,239043.31,113.787,108.497
USA,North America,United States,4/20/22,80933732,67805,38378.857,239243.745,200.435,113.45
USA,North America,United States,4/21/22,80994202,60470,40180.571,239422.497,178.752,118.776
USA,North America,United States,4/22/22,81083025,88823,47984.714,239685.062,262.565,141.845
USA,North America,United States,4/23/22,81103302,20277,49052.143,239745.001,59.94,145
USA,North America,United States,4/24/22,81117273,13971,49916.286,239786.3,41.299,147.555
USA,North America,United States,4/25/22,81185546,68273,51158.857,239988.118,201.818,151.228
USA,North America,United States,4/26/22,81230702,45156,52110.714,240121.602,133.483,154.042
USA,North America,United States,4/27/22,81320529,89827,55256.714,240387.134,265.533,163.341
USA,North America,United States,4/28/22,81397654,77125,57636,240615.119,227.985,170.375
USA,North America,United States,4/29/22,81458906,61252,53697.286,240796.183,181.064,158.732
USA,North America,United States,4/30/22,81483551,24645,54321.286,240869.035,72.852,160.576
USA,North America,United States,5/1/22,81500905,17354,54804.571,240920.334,51.299,162.005
USA,North America,United States,5/2/22,81594806,93901,58465.714,241197.909,277.576,172.827
USA,North America,United States,5/3/22,81644734,49928,59147.429,241345.499,147.589,174.842
USA,North America,United States,5/4/22,81757092,112358,62366.143,241677.634,332.135,184.357
USA,North America,United States,5/5/22,81845424,88332,63967.143,241938.747,261.113,189.09
USA,North America,United States,5/6/22,81974486,129062,73654.286,242320.26,381.513,217.725
USA,North America,United States,5/7/22,82003172,28686,74231.571,242405.058,84.797,219.432
USA,North America,United States,5/8/22,82009770,6598,72695,242424.561,19.504,214.89
USA,North America,United States,5/9/22,82138987,129217,77740.143,242806.533,381.971,229.803
USA,North America,United States,5/10/22,82209710,70723,80710.857,243015.593,209.06,238.585
USA,North America,United States,5/11/22,82370752,161042,87665.714,243491.64,476.047,259.144
USA,North America,United States,5/12/22,82476223,105471,90114.143,243803.418,311.777,266.381
USA,North America,United States,5/13/22,82563490,87267,84143.429,244061.383,257.965,248.732
USA,North America,United States,5/14/22,82581610,18120,82634,244114.946,53.564,244.27
USA,North America,United States,5/15/22,82614731,33121,86423,244212.853,97.907,255.47
USA,North America,United States,5/16/22,82791695,176964,93244,244735.967,523.114,275.633
USA,North America,United States,5/17/22,82877169,85474,95351.286,244988.632,252.665,281.863
USA,North America,United States,5/18/22,83081051,203882,101471.286,245591.316,602.684,299.954
USA,North America,United States,5/19/22,83216524,135473,105757.286,245991.78,400.464,312.623
USA,North America,United States,5/20/22,83365310,148786,114545.714,246431.599,439.818,338.602
USA,North America,United States,5/21/22,83393412,28102,115971.714,246514.669,83.071,342.818
USA,North America,United States,5/22/22,83406775,13363,113149.143,246554.171,39.502,334.474
USA,North America,United States,5/23/22,83555823,149048,109161.143,246994.764,440.593,322.685
USA,North America,United States,5/24/22,83639691,83868,108931.714,247242.681,247.918,322.007
USA,North America,United States,5/25/22,83850452,210761,109914.429,247865.7,623.019,324.912
USA,North America,United States,5/26/22,83985769,135317,109892.143,248265.703,400.003,324.846
USA,North America,United States,5/27/22,84093773,108004,104066.143,248584.968,319.265,307.624
USA,North America,United States,5/28/22,84107971,14198,102079.857,248626.938,41.97,301.753
USA,North America,United States,5/29/22,84115029,7058,101179.143,248647.802,20.864,299.09
USA,North America,United States,5/30/22,84177487,62458,88809.143,248832.43,184.629,262.524
USA,North America,United States,5/31/22,84344822,167335,100733,249327.08,494.65,297.771
USA,North America,United States,6/1/22,84573779,228957,103332.429,250003.887,676.807,305.455
USA,North America,United States,6/2/22,84695905,122126,101448,250364.897,361.01,299.885
USA,North America,United States,6/3/22,84852898,156993,108446.429,250828.975,464.078,320.573
USA,North America,United States,6/4/22,84880951,28053,110425.714,250911.901,82.926,326.423
USA,North America,United States,6/5/22,84897234,16283,111743.571,250960.035,48.133,330.319
USA,North America,United States,6/6/22,85056979,159745,125641.714,251432.248,472.213,371.403
USA,North America,United States,6/7/22,85143861,86882,114148.429,251689.075,256.827,337.428
USA,North America,United States,6/8/22,85342780,198919,109857.286,252277.089,588.013,324.743
USA,North America,United States,6/9/22,85474408,131628,111214.714,252666.187,389.098,328.756
USA,North America,United States,6/10/22,85580620,106212,103960.286,252980.154,313.967,307.311
USA,North America,United States,6/11/22,85615853,35233,104986,253084.305,104.15,310.343
USA,North America,United States,6/12/22,85633615,17762,105197.286,253136.81,52.505,310.968
USA,North America,United States,6/13/22,85785371,151756,104056,253585.408,448.598,307.594
USA,North America,United States,6/14/22,85875566,90195,104529.286,253852.028,266.62,308.993
USA,North America,United States,6/15/22,86060730,185164,102564.286,254399.381,547.353,303.185
USA,North America,United States,6/16/22,86190467,129737,102294.143,254782.889,383.508,302.386
USA,North America,United States,6/17/22,86329310,138843,106955.714,255193.316,410.426,316.166
USA,North America,United States,6/18/22,86346999,17689,104449.429,255245.605,52.289,308.757
USA,North America,United States,6/19/22,86365062,18063,104492.429,255299,53.395,308.884
USA,North America,United States,6/20/22,86461076,96014,96529.286,255582.822,283.822,285.345
USA,North America,United States,6/21/22,86572454,111378,99555.429,255912.06,329.238,294.29
USA,North America,United States,6/22/22,86758120,185666,99627.143,256460.897,548.837,294.502
USA,North America,United States,6/23/22,86896518,138398,100864.429,256870.008,409.111,298.16
USA,North America,United States,6/24/22,87013683,117165,97767.571,257216.353,346.345,289.005
USA,North America,United States,6/25/22,87054590,40907,101084.429,257337.276,120.923,298.81
USA,North America,United States,6/26/22,87076873,22283,101687.286,257403.145,65.87,300.592
USA,North America,United States,6/27/22,87237111,160238,110862.143,257876.816,473.671,327.713
USA,North America,United States,6/28/22,87335003,97892,108935.571,258166.189,289.373,322.018
USA,North America,United States,6/29/22,87525275,190272,109593.571,258728.642,562.453,323.964
USA,North America,United States,6/30/22,87692704,167429,113740.857,259223.57,494.928,336.223
USA,North America,United States,7/1/22,87849557,156853,119410.571,259687.234,463.665,352.983
USA,North America,United States,7/2/22,87869899,20342,116472.714,259747.366,60.132,344.299
USA,North America,United States,7/3/22,87878343,8444,114495.714,259772.327,24.961,338.454
USA,North America,United States,7/4/22,87954624,76281,102501.857,259997.817,225.49,303
USA,North America,United States,7/5/22,88096527,141903,108789.143,260417.288,419.472,321.586
USA,North America,United States,7/6/22,88297261,200734,110283.714,261010.667,593.379,326.004
USA,North America,United States,7/7/22,88436098,138837,106199.143,261421.076,410.408,313.929
USA,North America,United States,7/8/22,88573827,137729,103467.143,261828.209,407.133,305.854
USA,North America,United States,7/9/22,88602814,28987,104702.143,261913.896,85.687,309.504
USA,North America,United States,7/10/22,88627343,24529,107000,261986.404,72.509,316.297
USA,North America,United States,7/11/22,88828624,201281,124857.143,262581.4,594.996,369.083
USA,North America,United States,7/12/22,88976859,148235,125761.714,263019.589,438.189,371.757
USA,North America,United States,7/13/22,89181531,204672,126324.286,263624.609,605.02,373.42
USA,North America,United States,7/14/22,89356689,175158,131513,264142.384,517.775,388.758
USA,North America,United States,7/15/22,89509868,153179,133720.143,264595.188,452.804,395.283
USA,North America,United States,7/16/22,89549065,39197,135178.714,264711.056,115.868,399.594
USA,North America,United States,7/17/22,89578669,29604,135903.714,264798.567,87.511,401.737
USA,North America,United States,7/18/22,89743943,165274,130759.857,265287.124,488.557,386.532
USA,North America,United States,7/19/22,89861221,117278,126337.429,265633.803,346.679,373.459
USA,North America,United States,7/20/22,90077968,216747,128062.429,266274.517,640.714,378.558
USA,North America,United States,7/21/22,90253418,175450,128104.143,266793.155,518.638,378.682
USA,North America,United States,7/22/22,90384810,131392,124991.714,267181.556,388.401,369.481
USA,North America,United States,7/23/22,90411140,26330,123153.571,267259.388,77.833,364.047
USA,North America,United States,7/24/22,90434390,23250,122245.857,267328.116,68.728,361.364
USA,North America,United States,7/25/22,90624346,189956,125771.857,267889.635,561.518,371.787
USA,North America,United States,7/26/22,90756556,132210,127905,268280.454,390.819,378.093
USA,North America,United States,7/27/22,90996685,240129,131245.286,268990.286,709.832,387.967
USA,North America,United States,7/28/22,91173732,177047,131473.429,269513.645,523.359,388.641
USA,North America,United States,7/29/22,91332975,159243,135452.143,269984.374,470.729,400.403
USA,North America,United States,7/30/22,91348990,16015,133978.571,270031.715,47.341,396.047
USA,North America,United States,7/31/22,91361988,12998,132514,270070.138,38.423,391.717
USA,North America,United States,8/1/22,91532156,170168,129687.143,270573.162,503.024,383.361
USA,North America,United States,8/2/22,91623130,90974,123796.286,270842.085,268.923,365.947
USA,North America,United States,8/3/22,91823842,200712,118165.286,271435.399,593.314,349.302
USA,North America,United States,8/4/22,92010966,187124,119604.857,271988.546,553.147,353.557
USA,North America,United States,8/5/22,92116990,106024,112002.143,272301.958,313.412,331.083
USA,North America,United States,8/6/22,92131968,14978,111854,272346.233,44.276,330.645
USA,North America,United States,8/7/22,92144568,12600,111797.143,272383.479,37.246,330.477
USA,North America,United States,8/8/22,92300237,155669,109725.857,272843.644,460.165,324.355
USA,North America,United States,8/9/22,92400042,99805,110987.429,273138.672,295.028,328.084
USA,North America,United States,8/10/22,92596559,196517,110388.143,273719.585,580.913,326.312
USA,North America,United States,8/11/22,92759271,162712,106900.714,274200.569,480.984,316.003
USA,North America,United States,8/12/22,92856007,96736,105573.857,274486.525,285.956,312.081
USA,North America,United States,8/13/22,92939675,83668,115386.714,274733.851,247.326,341.088
USA,North America,United States,8/14/22,92949417,9742,114978.429,274762.649,28.798,339.881
USA,North America,United States,8/15/22,93072559,123142,110331.714,275126.662,364.013,326.146
USA,North America,United States,8/16/22,93164441,91882,109199.857,275398.27,271.607,322.8
USA,North America,United States,8/17/22,93301466,137025,100701,275803.322,405.052,297.677
USA,North America,United States,8/18/22,93450468,149002,98742.429,276243.778,440.457,291.887
USA,North America,United States,8/19/22,93528101,77633,96013.429,276473.265,229.487,283.82
USA,North America,United States,8/20/22,93539155,11054,85640,276505.941,32.676,253.156
USA,North America,United States,8/21/22,93548942,9787,85646.429,276534.872,28.931,253.175
USA,North America,United States,8/22/22,93678131,129189,86510.286,276916.76,381.888,255.728
USA,North America,United States,8/23/22,93777472,99341,87575.857,277210.417,293.656,258.878
USA,North America,United States,8/24/22,93929342,151870,89696.571,277659.351,448.935,265.147
USA,North America,United States,8/25/22,94068867,139525,88342.714,278071.794,412.442,261.145
USA,North America,United States,8/26/22,94189548,120681,94492.429,278428.532,356.738,279.324
USA,North America,United States,8/27/22,94201308,11760,94593.286,278463.295,34.763,279.622
USA,North America,United States,8/28/22,94209736,8428,94399.143,278488.209,24.914,279.048
USA,North America,United States,8/29/22,94315953,106217,91117.429,278802.191,313.982,269.347
USA,North America,United States,8/30/22,94391723,75770,87750.143,279026.17,223.98,259.393
USA,North America,United States,8/31/22,94546238,154515,88128,279482.924,456.753,260.51
USA,North America,United States,9/1/22,94676854,130616,86855.286,279869.03,386.107,256.748
USA,North America,United States,9/2/22,94741533,64679,78855,280060.224,191.194,233.099
USA,North America,United States,9/3/22,94752920,11387,78801.714,280093.885,33.66,232.941
USA,North America,United States,9/4/22,94760340,7420,78657.714,280115.819,21.934,232.516
USA,North America,United States,9/5/22,94793938,33598,68283.571,280215.136,99.317,201.849
USA,North America,United States,9/6/22,94906630,112692,73558.143,280548.259,333.123,217.441
USA,North America,United States,9/7/22,95030670,124040,69204.571,280914.926,366.668,204.572
USA,North America,United States,9/8/22,95137790,107120,65848,281231.578,316.652,194.65
USA,North America,United States,9/9/22,95238603,100813,71010,281529.586,298.008,209.909
USA,North America,United States,9/10/22,95248721,10118,70828.714,281559.495,29.909,209.373
USA,North America,United States,9/11/22,95257706,8985,71052.286,281586.055,26.56,210.034
USA,North America,United States,9/12/22,95327233,69527,76185,281791.58,205.525,225.206
USA,North America,United States,9/13/22,95406958,79725,71475.429,282027.251,235.671,211.285
USA,North America,United States,9/14/22,95510616,103658,68563.714,282333.668,306.418,202.677
USA,North America,United States,9/15/22,95593979,83363,65169.857,282580.093,246.425,192.645
USA,North America,United States,9/16/22,95650220,56241,58802.429,282746.344,166.251,173.823
USA,North America,United States,9/17/22,95658755,8535,58576.286,282771.574,25.23,173.154
USA,North America,United States,9/18/22,95664216,5461,58072.857,282787.717,16.143,171.666
USA,North America,United States,9/19/22,95720014,55798,56111.571,282952.658,164.941,165.868
USA,North America,United States,9/20/22,95789306,69292,54621.143,283157.488,204.83,161.463
USA,North America,United States,9/21/22,95887744,98438,53875.429,283448.476,290.987,159.258
USA,North America,United States,9/22/22,95968733,80989,53536.286,283687.883,239.407,158.256
USA,North America,United States,9/23/22,96052030,83297,57401.429,283934.112,246.23,169.681
USA,North America,United States,9/24/22,96061754,9724,57571.286,283962.857,28.745,170.183
USA,North America,United States,9/25/22,96068466,6712,57750,283982.698,19.841,170.712
USA,North America,United States,9/26/22,96114062,45596,56292.571,284117.482,134.784,166.403
USA,North America,United States,9/27/22,96175075,61013,55109.857,284297.839,180.357,162.907
USA,North America,United States,9/28/22,96261915,86840,53453,284554.542,256.703,158.009
USA,North America,United States,9/29/22,96346287,84372,53936.286,284803.949,249.407,159.438
USA,North America,United States,9/30/22,96379687,33400,46808.143,284902.681,98.732,138.367
USA,North America,United States,10/1/22,96387582,7895,46546.857,284926.019,23.338,137.595
USA,North America,United States,10/2/22,96393339,5757,46410.429,284943.037,17.018,137.191
USA,North America,United States,10/3/22,96434628,41289,45795.143,285065.089,122.052,135.372
USA,North America,United States,10/4/22,96489826,55198,44964.429,285228.257,163.168,132.917
USA,North America,United States,10/5/22,96561078,71252,42737.571,285438.881,210.624,126.334
USA,North America,United States,10/6/22,96621825,60747,39362.571,285618.452,179.571,116.358
USA,North America,United States,10/7/22,96680032,58207,42906.429,285790.515,172.063,126.833
USA,North America,United States,10/8/22,96687752,7720,42881.429,285813.335,22.821,126.759
USA,North America,United States,10/9/22,96693269,5517,42847.143,285829.644,16.308,126.658
USA,North America,United States,10/10/22,96716205,22936,40225.286,285897.444,67.8,118.908
USA,North America,United States,10/11/22,96776896,60691,41010,286076.849,179.405,121.227
USA,North America,United States,10/12/22,96841521,64625,40063.286,286267.883,191.034,118.429
USA,North America,United States,10/13/22,96904871,63350,40435.143,286455.149,187.265,119.528
USA,North America,United States,10/14/22,96931781,26910,35964.143,286534.696,79.547,106.312
USA,North America,United States,10/15/22,96937763,5982,35715.857,286552.379,17.683,105.578
USA,North America,United States,10/16/22,96944445,6682,35882.286,286572.131,19.752,106.07
USA,North America,United States,10/17/22,96983229,38784,38146.286,286686.778,114.647,112.762
USA,North America,United States,10/18/22,97026753,43524,35693.857,286815.437,128.659,105.513
USA,North America,United States,10/19/22,97088094,61341,35224.714,286996.764,181.327,104.126
USA,North America,United States,10/20/22,97145239,57145,34338.286,287165.687,168.923,101.506
USA,North America,United States,10/21/22,97191188,45949,37058.143,287301.515,135.827,109.546
USA,North America,United States,10/22/22,97196564,5376,36971.571,287317.406,15.892,109.29
USA,North America,United States,10/23/22,97205072,8508,37232.429,287342.556,25.15,110.061
USA,North America,United States,10/24/22,97244246,39174,37288.143,287458.356,115.8,110.225
USA,North America,United States,10/25/22,97287860,43614,37301,287587.281,128.925,110.263
USA,North America,United States,10/26/22,97359329,71469,38747.857,287798.547,211.266,114.54
USA,North America,United States,10/27/22,97418396,59067,39022.429,287973.152,174.605,115.352
USA,North America,United States,10/28/22,97448572,30176,36769.143,288062.353,89.202,108.691
USA,North America,United States,10/29/22,97457553,8981,37284.143,288088.901,26.548,110.214
USA,North America,United States,10/30/22,97460811,3258,36534.143,288098.532,9.631,107.997
USA,North America,United States,10/31/22,97505486,44675,37320,288230.594,132.061,110.32
USA,North America,United States,11/1/22,97554193,48707,38047.571,288374.574,143.98,112.47
USA,North America,United States,11/2/22,97628068,73875,38391.286,288592.951,218.378,113.486
USA,North America,United States,11/3/22,97698506,70438,40015.714,288801.169,208.218,118.288
USA,North America,United States,11/4/22,97736896,38390,41189.143,288914.652,113.483,121.757
USA,North America,United States,11/5/22,97741960,5064,40629.571,288929.621,14.969,120.103
USA,North America,United States,11/6/22,97749852,7892,41291.571,288952.95,23.329,122.06
USA,North America,United States,11/7/22,97790078,40226,40656,289071.86,118.91,120.181
USA,North America,United States,11/8/22,97821135,31057,38134.571,289163.666,91.806,112.728
USA,North America,United States,11/9/22,97918183,97048,41445,289450.544,286.878,122.513
USA,North America,United States,11/10/22,97984029,65846,40789,289645.188,194.644,120.574
USA,North America,United States,11/11/22,97996876,12847,37140,289683.164,37.976,109.788
USA,North America,United States,11/12/22,98001896,5020,37133.714,289698.004,14.839,109.769
USA,North America,United States,11/13/22,98003975,2079,36303.286,289704.149,6.146,107.314
USA,North America,United States,11/14/22,98052609,48634,37504.429,289847.914,143.764,110.865
USA,North America,United States,11/15/22,98110827,58218,41384.571,290020.009,172.095,122.335
USA,North America,United States,11/16/22,98194133,83306,39421.429,290266.265,246.256,116.532
USA,North America,United States,11/17/22,98246749,52616,37531.429,290421.8,155.535,110.945
USA,North America,United States,11/18/22,98301472,54723,43513.714,290583.564,161.764,128.628
USA,North America,United States,11/19/22,98305722,4250,43403.714,290596.127,12.563,128.303